"Date","AAPL.Close","MSFT.Close","GOOG.Close","AMZN.Close","NVDA.Close","DGS3MO"
2010-01-04,7.64321422576904,30.9500007629395,15.6102390289307,6.69500017166138,0.462249994277954,0.08
2010-01-05,7.65642881393433,30.9599990844727,15.5414972305298,6.73449993133545,0.46900001168251,0.07
2010-01-06,7.53464317321777,30.7700004577637,15.149715423584,6.61250019073486,0.472000002861023,0.06
2010-01-07,7.52071380615234,30.4500007629395,14.7970371246338,6.5,0.462749987840652,0.05
2010-01-08,7.57071399688721,30.6599998474121,14.9942979812622,6.67600011825562,0.463750004768372,0.05
2010-01-11,7.50392913818359,30.2700004577637,14.9716329574585,6.51550006866455,0.457249999046326,0.04
2010-01-12,7.41857099533081,30.0699996948242,14.7068748474121,6.36749982833862,0.44174998998642,0.05
2010-01-13,7.5232138633728,30.3500003814697,14.6224412918091,6.45550012588501,0.447750002145767,0.06
2010-01-14,7.47964286804199,30.9599990844727,14.6911840438843,6.36749982833862,0.440750002861023,0.05
2010-01-15,7.35464286804199,30.8600006103516,14.4458532333374,6.35699987411499,0.427749991416931,0.06
2010-01-19,7.67999982833862,31.1000003814697,14.6356420516968,6.38049983978271,0.435750007629395,0.06
2010-01-20,7.56178617477417,30.5900001525879,14.4560651779175,6.28900003433228,0.433999985456467,0.05
2010-01-21,7.43107080459595,30.0100002288818,14.5200748443604,6.33099985122681,0.426250010728836,0.06
2010-01-22,7.0625,28.9599990844727,13.6989030838013,6.07149982452393,0.411500006914139,0.06
2010-01-25,7.25250005722046,29.3199996948242,13.4495878219604,6.01550006866455,0.418500006198883,0.06
2010-01-26,7.35500001907349,29.5,13.509861946106,5.97399997711182,0.405250012874603,0.07
2010-01-27,7.42428588867188,29.6700000762939,13.5018920898438,6.13749980926514,0.416249990463257,0.08
2010-01-28,7.11749982833862,29.1599998474121,13.3073711395264,6.30149984359741,0.402249991893768,0.08
2010-01-29,6.85928583145142,28.1800003051758,13.1990270614624,6.27050018310547,0.384750008583069,0.08
2010-02-01,6.95464277267456,28.4099998474121,13.2757387161255,5.94350004196167,0.414249986410141,0.1
2010-02-02,6.99499988555908,28.4599990844727,13.2284173965454,5.9060001373291,0.418500006198883,0.1
2010-02-03,7.11535692214966,28.6299991607666,13.4700107574463,5.95499992370605,0.421999990940094,0.1
2010-02-04,6.85892915725708,27.8400001525879,13.120322227478,5.79699993133545,0.39750000834465,0.09
2010-02-05,6.98071384429932,28.0200004577637,13.2326507568359,5.86950016021729,0.405499994754791,0.1
2010-02-08,6.93285703659058,27.7199993133545,13.2869472503662,5.84149980545044,0.404749989509583,0.12
2010-02-09,7.00678586959839,28.0100002288818,13.3609199523926,5.90150022506714,0.40149998664856,0.12
2010-02-10,6.96857118606567,27.9899997711182,13.3113555908203,5.86800003051758,0.409249991178513,0.11
2010-02-11,7.09535694122314,28.1200008392334,13.3599243164062,6.00449991226196,0.428000003099442,0.11
2010-02-12,7.15642881393433,27.9300003051758,13.2782297134399,5.98299980163574,0.433750003576279,0.1
2010-02-16,7.26428604125977,28.3500003814697,13.4819660186768,5.87650012969971,0.44174998998642,0.1
2010-02-17,7.23392915725708,28.5900001525879,13.4050054550171,5.81549978256226,0.446000009775162,0.1
2010-02-18,7.24749994277954,28.9699993133545,13.5297870635986,5.90399980545044,0.416750013828278,0.1
2010-02-19,7.2024998664856,28.7700004577637,13.4685173034668,5.87599992752075,0.414499998092651,0.11
2010-02-22,7.15785694122314,28.7299995422363,13.519326210022,5.90049982070923,0.41525000333786,0.11
2010-02-23,7.03785705566406,28.3299999237061,13.3267984390259,5.86199998855591,0.405250012874603,0.12
2010-02-24,7.16642904281616,28.6299991607666,13.2371339797974,5.98600006103516,0.413749992847443,0.12
2010-02-25,7.2142858505249,28.6000003814697,13.1116037368774,5.90999984741211,0.409999996423721,0.13
2010-02-26,7.30785703659058,28.6700000762939,13.1208200454712,5.92000007629395,0.405000001192093,0.13
2010-03-01,7.46392917633057,29.0200004577637,13.2675199508667,6.22700023651123,0.421249985694885,0.13
2010-03-02,7.45892906188965,28.4599990844727,13.4759893417358,6.27650022506714,0.421000003814697,0.14
2010-03-03,7.47607088088989,28.4599990844727,13.5820913314819,6.29449987411499,0.415749996900558,0.14
2010-03-04,7.52535676956177,28.6299991607666,13.8129758834839,6.42649984359741,0.416500002145767,0.14
2010-03-05,7.81964302062988,28.5900001525879,14.0525770187378,6.44549989700317,0.429250001907349,0.15
2010-03-08,7.82428598403931,28.6299991607666,14.0094890594482,6.50549983978271,0.423000007867813,0.16
2010-03-09,7.96500015258789,28.7999992370605,13.9524526596069,6.44099998474121,0.438749998807907,0.16
2010-03-10,8.02999973297119,28.9699993133545,14.3574352264404,6.52549982070923,0.439749985933304,0.15
2010-03-11,8.05357074737549,29.1800003051758,14.4742469787598,6.67899990081787,0.429749995470047,0.16
2010-03-12,8.09285736083984,29.2700004577637,14.4343957901001,6.59100008010864,0.431250005960464,0.15
2010-03-15,7.99428606033325,29.2900009155273,14.0269241333008,6.55649995803833,0.428999990224838,0.17
2010-03-16,8.01607131958008,29.3700008392334,14.0772352218628,6.58949995040894,0.444000005722046,0.16
2010-03-17,8.00428581237793,29.6299991607666,14.0862007141113,6.56699991226196,0.452499985694885,0.15
2010-03-18,8.02321434020996,29.6100006103516,14.107123374939,6.63800001144409,0.436500012874603,0.16
2010-03-19,7.9375,29.5900001525879,13.9477205276489,6.51749992370605,0.431250005960464,0.16
2010-03-22,8.0267858505249,29.6000003814697,13.8854541778564,6.52349996566772,0.438250005245209,0.15
2010-03-23,8.15571403503418,29.8799991607666,13.6737470626831,6.46299982070923,0.447250008583069,0.14
2010-03-24,8.19178581237793,29.6499996185303,13.8812198638916,6.40199995040894,0.432249993085861,0.14
2010-03-25,8.09464263916016,30.0100002288818,14.0194520950317,6.73649978637695,0.433499991893768,0.14
2010-03-26,8.24642944335938,29.6599998474121,14.0147190093994,6.75299978256226,0.433499991893768,0.14
2010-03-29,8.29964256286621,29.5900001525879,14.0087423324585,6.75600004196167,0.439000010490417,0.15
2010-03-30,8.42321395874023,29.7700004577637,14.1148443222046,6.8289999961853,0.440750002861023,0.16
2010-03-31,8.39285659790039,29.2900009155273,14.1250562667847,6.78849983215332,0.435000002384186,0.16
2010-04-01,8.42749977111816,29.1599998474121,14.166898727417,6.59049987792969,0.430500000715256,0.16
2010-04-05,8.51749992370605,29.2700004577637,14.2219429016113,6.57450008392334,0.437000006437302,0.18
2010-04-06,8.55500030517578,29.3199996948242,14.1524534225464,6.77799987792969,0.426250010728836,0.17
2010-04-07,8.59285736083984,29.3500003814697,14.0358896255493,6.74350023269653,0.428999990224838,0.17
2010-04-08,8.56964302062988,29.9200000762939,14.1342706680298,7.0479998588562,0.421999990940094,0.17
2010-04-09,8.63535690307617,30.3400001525879,14.1026401519775,7.00299978256226,0.424750000238419,0.16
2010-04-12,8.65321445465088,30.3199996948242,14.2647819519043,7.05999994277954,0.432500004768372,0.16
2010-04-13,8.65821361541748,30.4500007629395,14.6144714355469,7.00799989700317,0.441500008106232,0.16
2010-04-14,8.77464294433594,30.8199996948242,14.6700134277344,7.21400022506714,0.446999996900558,0.16
2010-04-15,8.89000034332275,30.8700008392334,14.82692527771,7.29099988937378,0.450249999761581,0.16
2010-04-16,8.83571434020996,30.6700000762939,13.7023897171021,7.1085000038147,0.426499992609024,0.16
2010-04-19,8.82392883300781,31.0400009155273,13.7011451721191,7.12150001525879,0.424499988555908,0.16
